num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,total_energy_consumption,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking
2.0,806400,1134750000,800000000,100,60,80,50,0,1,950000,1,0.5,29.309477806100002,519076,311752449,2055250386,2029446559,40939069,1094968076,41764961,324904837,2054350630,10959,12720883135,4913598355,5305,5305,5602,5602,5875,3,0,65031,64319,1488,6232,0,703,713,712,25,701,7086691584,8087,712,8087
2.0,1267200,1300500000,1062400000,0,60,80,5,0,1,500000,1,-1.0,27.5064129829,394449,338949208,2826027640,2833568703,45354879,1638799596,46078093,351539116,2837636667,13829,16020583528,6789126506,10128,10128,11351,11351,11630,5,1814,61326,60650,2225,15487,2060,667,677,676,134,665,17204282432,13536,676,13536
4.0,1574400,726750000,800000000,500,60,80,5,0,1,500000,1,0.5,36.1778299809,375117,435155242,3019575117,3013453069,52257545,1595360436,52204466,446467029,3056454024,16904,42089848100,7068469617,19430,19430,15622,15622,15987,0,1559,72444,71564,1910,7566,2629,871,881,880,150,869,27417805600,19413,880,19413
4.0,345600,624750000,1600000000,0,60,80,5,3,1,500000,1,0.5,35.9714157581,367304,426224070,2800941260,2789860933,50467087,1374481722,51264401,405188870,2789316238,20816,37536835785,6358349929,11594,11594,13445,13445,13787,24,0,73342,72534,3542,12950,1,799,809,808,6,797,19180835872,16712,808,16712
1.0,960000,930750000,1062400000,500,10,80,50,3,0,950000,0,0.5,31.3743479252,433892,367870914,2752370713,2729970407,47646082,1498786314,48501367,387059841,2790561263,10899,39839950371,6463016139,12105,12105,14918,14918,15208,40,1796,66764,66004,2120,13012,2631,751,761,760,141,749,25702361024,12577,760,12577
2.0,1881600,726750000,800000000,500,60,10,5,0,0,950000,1,0.9,36.445224285100004,387218,438198327,3406098220,3380838587,48077018,1971812482,48485926,444038451,3479530078,14310,21822016128,8304513986,11013,11013,13361,13361,13686,7,2143,75800,74920,2467,20088,2482,871,881,880,199,869,20537675136,13191,880,13191
2.0,1574400,1032750000,1062400000,500,100,80,50,3,0,500000,0,-1.0,22.9717404842,423292,306635483,2370421735,2351804621,40846122,1164557814,40750512,305125618,2352281402,11593,29645120114,5152523415,8493,8493,10039,10039,10256,0,1244,52466,51910,1295,5676,1706,547,557,556,101,545,18983359520,8627,556,8627
2.0,1881600,1300500000,1331200000,100,60,80,50,3,1,500000,0,0.9,41.771199703200004,424600,449757319,2705866643,2689734143,50530761,1464467746,50618606,447021986,2685794811,15517,26861038571,6381495647,8580,8580,11101,11101,11438,11,0,80399,79387,2805,11507,0,1003,1013,1012,9,1001,15276516800,15170,1012,15170
3.0,1420800,1032750000,1331200000,500,10,10,50,3,1,500000,0,-1.0,32.9445784092,441512,378642181,3279197789,3338068657,44507896,2180074068,44116185,367479576,3300285119,9636,16982589841,8451838850,9190,9190,10859,10859,11170,92,2203,71071,70275,2250,16508,2571,787,797,796,162,785,14250940704,11823,796,11823
2.0,499200,1236750000,1866000000,100,10,10,5,0,1,500000,1,0.5,23.9352362156,378498,290148687,2292358396,2319619046,40840196,1298135101,41045453,283370173,2301492501,7922,24148848562,5409422018,5804,5804,9406,9406,9615,0,1342,53684,53104,1392,10166,1681,571,581,580,121,569,15764000416,5914,580,5914
