,num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking,total_energy_consumption
1350,1,345600,1032750000,408000000,0,100,50,10,0,1,950000,0,-1.0,27.384589393131645,535105200,992619299,944892669,59889365,1556708429,78393480,535083965,645350200,5942,23121724020,4365683252,4608,4608,8021,8021,8150,41,1156,42404,42028,6636,5276,814,367,377,376,80,365,13873068256,7667,752,7718,54664
1351,3,1958400,420750000,1065600000,100,60,50,10,0,0,500000,1,-1.0,17.04952880253559,360085917,801657848,787183315,44052152,1185181681,64170221,339641903,522158258,2814,9384908397,3451987858,2548,2548,2971,2971,3013,0,324,32277,32033,1914,2504,297,235,245,244,34,233,5102249024,3278,488,3899,39275
1352,3,2035200,420750000,1866000000,500,60,50,80,0,0,500000,0,-1.0,13.976818905190752,356441990,713333762,712193105,46804394,1070093497,67884315,352740660,482877234,1464,6952404755,3252865293,1217,1217,2081,2081,2104,0,259,29533,29325,1379,1339,301,199,209,208,18,197,3593836960,1843,416,2392,33321
1353,3,1190400,216750000,1331200000,0,100,5,10,0,1,500000,0,-1.0,25.588745198494173,493252430,950036351,937054124,70073313,1393026219,101896704,486095055,626104472,7759,10812148144,4077764567,6260,6260,3892,3892,3945,41,554,39131,38791,3448,7085,428,331,341,340,48,329,6433718496,8411,680,9807,48875
1354,4,1958400,522750000,408000000,100,10,50,10,3,0,500000,1,-1.0,18.506278887936517,424331801,876361548,826292629,45074857,1342310028,66872882,425056281,578528186,2946,19518597006,3909882600,3376,3376,5921,5921,5995,0,405,37767,37463,3656,2338,490,295,305,304,63,293,10743066304,3655,608,4778,54059
1355,3,1190400,1198500000,665600000,500,60,5,80,3,0,500000,0,0.5,16.091644589605302,380629425,794616473,749714004,41503184,1190804887,56428392,386307426,500983687,2223,11550516598,3355414632,2093,2093,3683,3683,3730,0,428,31220,31000,2696,2140,326,211,221,220,37,209,6502176672,2666,440,3315,35467
1356,1,1267200,420750000,1600000000,100,100,50,80,0,1,950000,0,0.5,16.724891201754048,396989786,836086887,790653899,48357347,1182790445,62483653,402316349,533393794,4401,8193492207,3457770041,2865,2865,3225,3225,3282,41,516,32541,32297,2506,3263,454,235,245,244,27,233,4943198464,5698,488,6148,33640
1357,3,1728000,1198500000,665600000,0,100,50,80,0,0,950000,1,-1.0,17.51500129080994,374180399,758417163,719791092,40599109,1105256431,56338072,367638982,479509385,1667,10724233853,3306318201,1662,1662,3476,3476,3516,0,330,30237,30029,2217,1732,312,199,209,208,32,197,5789606720,2196,416,2703,36073
1358,3,1804800,522750000,204000000,0,10,5,10,3,1,950000,1,0.5,36.945252598989825,735770988,1247294807,1181101806,75209213,2132739665,103338226,720728474,809403145,8516,59669300659,5564663228,11059,11059,18838,18838,19029,41,1261,57714,57158,11217,10095,1081,547,557,556,169,545,34408668896,10530,1112,12937,109661
1359,1,499200,905250000,665600000,100,100,5,10,0,1,500000,0,0.5,23.20008194172761,429434877,848189701,829391807,55208204,1298204210,77150910,413866624,559449418,4797,13628748479,3758716761,3047,3047,5006,5006,5097,41,877,35212,34932,4247,3845,617,271,281,280,60,269,8150218624,6300,560,6186,41111
