num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,total_energy_consumption,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking
1.0,2035200,1300500000,1062400000,0,60,5,5,3,0,500000,0,0.5,16.9707598686218,196267,207663934,1726525037,1742393208,34900999,841249476,34684985,195815351,1711906121,8853,20237519295,3777017604,6136,6136,7239,7239,7413,3,0,38744,38386,0,6295,2,349,359,358,5,347,10363847712,8454,358,8454
3.0,1728000,1134750000,1331200000,0,60,50,5,3,1,500000,0,0.9,11.936779499054001,172604,168482414,1603813208,1581338769,30920527,791314083,31641185,164893425,1606442105,4077,14481024009,3621335056,3008,3008,5249,5249,5352,37,701,33977,33685,0,5437,905,283,293,292,62,281,8568223712,3747,292,3747
2.0,1881600,1300500000,1331200000,0,60,50,50,0,0,500000,0,0.9,11.707065105438199,197874,153901320,1468764516,1469283692,30998068,728069591,31291189,164225310,1522048114,3886,14180115018,3368224769,3183,3183,4546,4546,4661,1,456,33436,33144,0,2851,729,283,293,292,46,281,7740378464,3341,292,3341
4.0,499200,624750000,800000000,0,60,50,5,0,1,500000,1,0.9,25.7981739044189,196480,317257592,2990338783,2995450297,43550329,1979705163,43393524,314719505,2965206511,11061,12038562846,7518381501,8631,8631,15340,15340,15629,5,1813,59781,59153,0,24555,2492,619,629,628,172,617,24407414944,10925,628,10925
2.0,1574400,828750000,1062400000,0,10,5,5,0,1,500000,1,-1.0,15.4684247970581,174116,193116502,1702271712,1709507074,35434921,885664171,35230278,208185768,1765827230,8426,19032245078,4034449975,6913,6913,5931,5931,6081,0,732,39636,39260,0,4098,989,367,377,376,61,365,10212179232,7321,376,7321
2.0,345600,726750000,1866000000,0,60,50,5,0,0,950000,1,0.9,14.9005198478699,189327,203519307,1756364165,1757666061,33790370,914180341,33285942,194956583,1689562925,5789,13742778414,3737109536,4232,4232,5259,5259,5394,10,645,38864,38500,0,3531,1077,355,365,364,43,353,9106525088,4881,364,4881
2.0,499200,828750000,1062400000,0,10,50,5,3,0,950000,1,-1.0,16.5855364799499,175763,219742717,1834800011,1846445423,36941218,969391356,36772478,220036685,1827349818,8689,17666278515,4095248513,8133,8133,6963,6963,7119,0,775,42242,41830,0,4382,1187,403,413,412,70,401,12628843520,8539,412,8539
3.0,652800,1134750000,1331200000,0,100,50,5,0,1,500000,0,-1.0,13.0459725856781,179442,186655336,1742642617,1760520946,32961794,878431202,32545101,182975759,1739666554,4476,10777551935,3841675384,3694,3694,5993,5993,6125,0,876,36452,36124,0,6710,1102,319,329,328,77,317,10107111520,4141,328,4141
1.0,960000,1032750000,665600000,0,100,50,5,0,0,950000,0,0.5,24.214982032775897,142296,219195969,1917633549,1917208424,38727539,917360417,38417968,210482510,1899379180,15704,31648073575,4141828770,10141,10141,10917,10917,11159,3,0,45607,45249,0,10183,0,349,359,358,11,347,15716331776,13340,358,13340
3.0,1574400,1236750000,1062400000,0,100,5,5,0,0,500000,1,0.9,13.6167154312134,200505,188349894,1734668027,1734620011,33505312,934199360,33376559,179515428,1693488883,4640,16605600893,3936192676,4024,4024,6235,6235,6361,0,836,37738,37398,0,6450,1126,331,341,340,61,329,10564576000,4225,340,4225
